tmk,building_value,land_value,total_value,land_class,n
11022012,95700,740000,835700,RESIDENTIAL,1
11022013,575900,740000,1315900,RESIDENTIAL,1
11022014,262900,732600,995500,RESIDENTIAL,1
11022015,131500,732600,864100,RESIDENTIAL,1
11022016,561400,740000,1301400,RESIDENTIAL,1
11022017,257300,740000,997300,RESIDENTIAL,1
11022018,522200,740000,1262200,RESIDENTIAL,1
11022019,119600,740000,859600,RESIDENTIAL,1
11022020,55500,740000,795500,RESIDENTIAL,1
11022021,91500,740000,831500,RESIDENTIAL,1
11022022,48400,740000,788400,RESIDENTIAL,1
11022023,25600,740000,765600,RESIDENTIAL,1
11022024,2800,740000,742800,RESIDENTIAL,1
11022025,325200,740000,1065200,RESIDENTIAL,1
11022026,208800,740000,948800,RESIDENTIAL,1
11022027,272700,740000,1012700,RESIDENTIAL,1
11022028,57800,732600,790400,RESIDENTIAL,1
11022029,668600,732600,1401200,RESIDENTIAL,1
11022030,248700,732600,981300,RESIDENTIAL,1
11022031,205600,732600,938200,RESIDENTIAL,1
11022032,284900,732600,1017500,RESIDENTIAL,1
11022033,206800,732600,939400,RESIDENTIAL,1
11022034,505700,732600,1238300,RESIDENTIAL,1
11022035,165800,740000,905800,RESIDENTIAL,1
11022036,127700,740000,867700,RESIDENTIAL,1
11022037,572300,732600,1304900,RESIDENTIAL,1
11022038,159300,732600,891900,RESIDENTIAL,1
11022039,664500,732600,1397100,RESIDENTIAL,1
11022040,297100,725200,1022300,RESIDENTIAL,1
11022041,415400,725200,1140600,RESIDENTIAL,1
11022042,105500,732600,838100,RESIDENTIAL,1
11022043,301900,732600,1034500,RESIDENTIAL,1
11022044,20600,732600,753200,RESIDENTIAL,1
11022045,249500,732600,982100,RESIDENTIAL,1
11022046,407100,814000,1221100,RESIDENTIAL A,1
11022047,400600,732600,1133200,RESIDENTIAL,1
11022048,645900,725200,1371100,RESIDENTIAL A,1
11022049,332700,732600,1065300,RESIDENTIAL,1
11022050,260400,732600,993000,RESIDENTIAL,1
11022051,182200,732600,914800,RESIDENTIAL,1
11022052,190000,740000,930000,RESIDENTIAL,1
11022053,105200,732600,837800,RESIDENTIAL,1
11022054,254400,740000,994400,RESIDENTIAL,1
11022055,167200,732600,899800,RESIDENTIAL,4
11022055,167200,732600,899800,RESIDENTIAL,4
11022055,167200,732600,899800,RESIDENTIAL,4
11022055,167200,732600,899800,RESIDENTIAL,4
11022056,392900,732600,1125500,RESIDENTIAL A,1
11022057,381700,732600,1114300,RESIDENTIAL,1
11022058,530700,732600,1263300,RESIDENTIAL,1
11022059,281700,732600,1014300,RESIDENTIAL,1
11022060,203900,732600,936500,RESIDENTIAL,1
11022061,266100,732600,998700,RESIDENTIAL,1
11022062,67600,732600,800200,RESIDENTIAL,1
11022063,178200,732600,910800,RESIDENTIAL,1
11022064,108400,732600,841000,RESIDENTIAL,1
11022065,463800,819900,1283700,RESIDENTIAL A,1
11022066,691500,743900,1435400,RESIDENTIAL,1
11022067,461100,740000,1201100,RESIDENTIAL,1
11022068,643300,740000,1383300,RESIDENTIAL,1
11022069,88100,740000,828100,RESIDENTIAL,1
11022070,371700,814000,1185700,RESIDENTIAL,1
11022071,508400,740000,1248400,RESIDENTIAL,1
11022072,361200,740000,1101200,RESIDENTIAL A,1
11022073,450500,740000,1190500,RESIDENTIAL,1
11022074,92800,740000,832800,RESIDENTIAL,1
11022075,517400,784400,1301800,RESIDENTIAL,1
11022076,222900,740000,962900,RESIDENTIAL,1
11022077,376200,740000,1116200,RESIDENTIAL,1
11022078,158900,740000,898900,RESIDENTIAL,1
11022079,149200,740000,889200,RESIDENTIAL,1
11022080,190800,740000,930800,RESIDENTIAL,1
11022081,222500,740000,962500,RESIDENTIAL,1
11022082,64600,732600,797200,RESIDENTIAL,1
11022083,54300,732600,786900,RESIDENTIAL,1
11022084,800800,725200,1526000,RESIDENTIAL,1
11022085,148800,814000,962800,RESIDENTIAL,1
11022086,369800,740000,1109800,RESIDENTIAL,1
11022087,395200,740000,1135200,RESIDENTIAL A,1
11022088,191000,740000,931000,RESIDENTIAL,1
11022089,135900,740000,875900,RESIDENTIAL,1
11022090,226600,740000,966600,RESIDENTIAL,1
11022091,297400,740000,1037400,RESIDENTIAL A,1
11022092,294300,740000,1034300,RESIDENTIAL,1
11022093,13500,814000,827500,RESIDENTIAL,1
11022094,256600,740000,996600,RESIDENTIAL,1
11022095,28800,740000,768800,RESIDENTIAL,1
11022096,390400,740000,1130400,RESIDENTIAL A,1
11022097,26200,732600,758800,RESIDENTIAL,1
11022098,201400,732600,934000,RESIDENTIAL,1
11022099,335200,732600,1067800,RESIDENTIAL A,1
11022100,145300,732600,877900,RESIDENTIAL,1
11022101,595400,769600,1365000,RESIDENTIAL A,1
11022102,281900,806600,1088500,RESIDENTIAL,1
11022103,148900,732600,881500,RESIDENTIAL,1
11022104,536800,732600,1269400,RESIDENTIAL,1
11022105,173900,740000,913900,RESIDENTIAL,1
11022106,284100,740000,1024100,RESIDENTIAL,1
11022107,63300,732600,795900,RESIDENTIAL,1
11022108,23600,732600,756200,RESIDENTIAL,1
11022109,171100,725200,896300,RESIDENTIAL,1
11022110,548000,725200,1273200,RESIDENTIAL A,1
11022111,501300,732600,1233900,RESIDENTIAL A,1
11022112,441200,732600,1173800,RESIDENTIAL,1
11022113,95900,732600,828500,RESIDENTIAL,1
11022114,352200,732600,1084800,RESIDENTIAL A,1
11022115,430400,732600,1163000,RESIDENTIAL,1
11022116,256500,732600,989100,RESIDENTIAL,1
11022117,526800,732600,1259400,RESIDENTIAL,1
11022118,36100,784400,820500,RESIDENTIAL,1
11022119,325900,740000,1065900,RESIDENTIAL,1
11022120,751500,740000,1491500,RESIDENTIAL,1
11022121,748700,740000,1488700,RESIDENTIAL,1
11022122,168300,732600,900900,RESIDENTIAL,1
11022123,283900,732600,1016500,RESIDENTIAL A,1
11022124,49200,740000,789200,RESIDENTIAL,1
11022125,605600,740000,1345600,RESIDENTIAL,1
11022126,539100,732600,1271700,RESIDENTIAL,1
11022127,477400,725200,1202600,RESIDENTIAL,1
11022128,180300,732600,912900,RESIDENTIAL,1
11022129,218200,740000,958200,RESIDENTIAL,1
11022130,379700,777000,1156700,RESIDENTIAL,1
11022131,280000,740000,1020000,RESIDENTIAL,1
11022132,165700,740000,905700,RESIDENTIAL,1
11022133,354800,740000,1094800,RESIDENTIAL,1
11022134,348800,740000,1088800,RESIDENTIAL A,1
11022135,150000,740000,890000,RESIDENTIAL,1
11022136,524200,777000,1301200,RESIDENTIAL A,1
11022137,353300,740000,1093300,RESIDENTIAL,1
11022138,388900,740000,1128900,RESIDENTIAL A,1
11022139,344100,740000,1084100,RESIDENTIAL A,1
11022140,73200,740000,813200,RESIDENTIAL,1
11022141,147500,792200,939700,RESIDENTIAL,1
11022142,15200,734000,749200,RESIDENTIAL,2
11022142,15200,734000,749200,RESIDENTIAL,2
11022143,97100,732600,829700,RESIDENTIAL,1
11022144,89900,732600,822500,RESIDENTIAL,1
11022145,116300,732600,848900,RESIDENTIAL,1
11022146,164400,732600,897000,RESIDENTIAL,1
11022147,63400,732600,796000,RESIDENTIAL,1
11022148,214500,740000,954500,RESIDENTIAL,1
11022149,126600,740000,866600,RESIDENTIAL,1
11022150,183400,732600,916000,RESIDENTIAL,1
11022151,330700,732600,1063300,RESIDENTIAL,1
11022152,12300,732600,744900,RESIDENTIAL,1
11022153,543500,725200,1268700,RESIDENTIAL A,1
11022154,354100,791800,1145900,RESIDENTIAL A,1
11022155,52200,725200,777400,RESIDENTIAL,1
11022156,22000,725200,747200,RESIDENTIAL,1
11022157,179900,740000,919900,RESIDENTIAL,1
11022158,174100,740000,914100,RESIDENTIAL,1
11022159,236500,732600,969100,RESIDENTIAL,1
11022160,144800,732600,877400,RESIDENTIAL,1
11022161,143800,732600,876400,RESIDENTIAL,1
11022162,279800,740000,1019800,RESIDENTIAL,1
11023001,385300,812600,1197900,RESIDENTIAL,1
11023002,54900,749800,804700,RESIDENTIAL,1
11023003,763600,752300,1515900,RESIDENTIAL,1
11023004,291700,871000,1162700,RESIDENTIAL,2
11023004,291700,871000,1162700,RESIDENTIAL,2
11023005,159400,740000,899400,RESIDENTIAL,1
11023006,166100,732600,898700,RESIDENTIAL,1
11023007,492500,753100,1245600,RESIDENTIAL,1
11023008,50200,744400,794600,RESIDENTIAL,1
11023009,470700,783700,1254400,RESIDENTIAL A,1
11023010,102000,733600,835600,RESIDENTIAL,1
11023011,176900,743100,920000,RESIDENTIAL,1
11023012,451000,759300,1210300,RESIDENTIAL,1
11023013,553300,788700,1342000,RESIDENTIAL,1
11023014,424700,794400,1219100,RESIDENTIAL,1
11023015,613600,744800,1358400,RESIDENTIAL A,1
11023016,30500,743900,774400,RESIDENTIAL,1
11023017,171900,839600,1011500,RESIDENTIAL A,1
11023018,87600,732600,820200,RESIDENTIAL,1
11023019,222900,806600,1029500,RESIDENTIAL A,1
11023020,220500,732600,953100,RESIDENTIAL,1
11023021,344600,725400,1070000,RESIDENTIAL,1
11023022,99700,743100,842800,RESIDENTIAL,1
11023023,256000,763700,1019700,RESIDENTIAL,1
11023024,639200,851100,1490300,RESIDENTIAL,1
11023025,311500,867500,1179000,RESIDENTIAL,1
11023026,484300,876500,1360800,RESIDENTIAL,1
11023027,1109000,988600,2097600,RESIDENTIAL,1
11023028,415100,871900,1287000,RESIDENTIAL,1
11023029,33800,898700,932500,RESIDENTIAL,2
11023029,33800,898700,932500,RESIDENTIAL,2
11023030,300100,852600,1152700,RESIDENTIAL A,1
11023031,674700,909000,1583700,RESIDENTIAL,2
11023031,674700,909000,1583700,RESIDENTIAL,2
11023032,451400,732700,1184100,RESIDENTIAL,1
11023033,414100,732600,1146700,RESIDENTIAL,1
11023034,67600,732600,800200,RESIDENTIAL,1
11023035,114000,732600,846600,RESIDENTIAL,1
11023036,188800,732600,921400,RESIDENTIAL,1
11023037,111500,732600,844100,RESIDENTIAL,1
11023038,37200,732600,769800,RESIDENTIAL,1
11023039,369300,833500,1202800,RESIDENTIAL A,1
11023040,528200,867900,1396100,RESIDENTIAL,1
11023041,195400,814000,1009400,RESIDENTIAL,1
11023042,267500,814000,1081500,RESIDENTIAL,1
11023043,413200,814000,1227200,RESIDENTIAL,1
11023044,422200,814000,1236200,RESIDENTIAL,1
11023045,370100,805900,1176000,RESIDENTIAL,1
11023046,19800,781400,801200,RESIDENTIAL,1
11023047,379600,814000,1193600,RESIDENTIAL,1
11023048,121700,805900,927600,RESIDENTIAL,1
11023049,101200,797700,898900,RESIDENTIAL,1
11023050,91900,797700,889600,RESIDENTIAL,1
11023051,34100,805900,840000,RESIDENTIAL,1
11023052,93900,805900,899800,RESIDENTIAL,1
11023053,139900,940500,1080400,RESIDENTIAL,1
11023054,112100,814000,926100,RESIDENTIAL,1
11023055,132100,814000,946100,RESIDENTIAL,1
11023056,56900,814000,870900,RESIDENTIAL,1
11023057,334000,742300,1076300,RESIDENTIAL,1
11023058,135100,741800,876900,RESIDENTIAL,1
11023059,260300,814100,1074400,RESIDENTIAL,1
11023060,31300,814000,845300,RESIDENTIAL,1
11023061,102700,740000,842700,RESIDENTIAL,1
11023062,175000,740000,915000,RESIDENTIAL,1
11023063,31600,740000,771600,RESIDENTIAL,1
11023064,201000,740000,941000,RESIDENTIAL,1
11023065,89800,732600,822400,RESIDENTIAL,1
11023066,27800,805900,833700,RESIDENTIAL,1
11023067,215100,814000,1029100,RESIDENTIAL,1
11023068,296300,888700,1185000,RESIDENTIAL,1
11023069,204100,797700,1001800,RESIDENTIAL A,1
11023070,67500,725200,792700,RESIDENTIAL,1
11023071,431800,732600,1164400,RESIDENTIAL A,1
11023072,550700,805900,1356600,RESIDENTIAL A,1
11023073,304400,808600,1113000,RESIDENTIAL,1
11023074,350400,840600,1191000,RESIDENTIAL A,1
11023075,46300,941200,987500,RESIDENTIAL,1
11023076,854000,1058600,1912600,RESIDENTIAL,1
11023077,499900,850200,1350100,RESIDENTIAL,1
11023078,108400,807300,915700,RESIDENTIAL,1
11023079,190800,740200,931000,RESIDENTIAL,1
11023080,294000,814200,1108200,RESIDENTIAL A,1
11023081,567500,814200,1381700,RESIDENTIAL,1
11023082,194500,725400,919900,RESIDENTIAL,1
11023083,36500,717900,754400,RESIDENTIAL,1
11023084,65600,725400,791000,RESIDENTIAL,1
11023085,70800,725400,796200,RESIDENTIAL,1
11023086,99200,725400,824600,RESIDENTIAL,2
11023086,99200,725400,824600,RESIDENTIAL,2
11023087,296100,797900,1094000,RESIDENTIAL A,1
11023088,387100,801100,1188200,RESIDENTIAL,1
11023089,615400,851000,1466400,RESIDENTIAL,1
11023090,119100,923000,1042100,RESIDENTIAL A,1
11023091,34200,871500,905700,RESIDENTIAL,1
11023092,206800,834500,1041300,RESIDENTIAL,1
11023093,18300,735900,754200,RESIDENTIAL,1
11023094,84900,732600,817500,RESIDENTIAL,1
11023095,63600,732600,796200,RESIDENTIAL,1
11023096,91500,732600,824100,RESIDENTIAL,1
11023097,23100,740000,763100,RESIDENTIAL,1
11023098,393400,740000,1133400,RESIDENTIAL A,1
11023099,18100,737500,755600,RESIDENTIAL,1
11023100,119700,740000,859700,RESIDENTIAL,1
11023101,80500,740000,820500,RESIDENTIAL,1
11023102,252800,826600,1079400,RESIDENTIAL,1
11024001,588300,817400,1405700,RESIDENTIAL,1
11024002,310800,805900,1116700,RESIDENTIAL,1
11024003,384100,732600,1116700,RESIDENTIAL A,1
11024004,99500,732600,832100,RESIDENTIAL,1
11024005,335600,732600,1068200,RESIDENTIAL,1
11024006,69100,732600,801700,RESIDENTIAL,1
11024007,200700,732600,933300,RESIDENTIAL,1
11024008,588600,732600,1321200,RESIDENTIAL,1
11024009,41600,732600,774200,RESIDENTIAL,1
11024010,146500,806500,953000,RESIDENTIAL,1
11024011,256600,812200,1068800,RESIDENTIAL,1
11024012,215100,814000,1029100,RESIDENTIAL,1
11024013,124100,767500,891600,RESIDENTIAL,1
11024014,463100,836200,1299300,RESIDENTIAL,1
11024015,108500,740000,848500,RESIDENTIAL,1
11024016,91900,740000,831900,RESIDENTIAL,1
11024017,45400,740300,785700,RESIDENTIAL,1
11024018,54600,818900,873500,RESIDENTIAL,1
11024019,76300,740000,816300,RESIDENTIAL,1
11024020,90100,908200,998300,RESIDENTIAL,1
11024021,157700,732600,890300,RESIDENTIAL,1
11024022,206400,805900,1012300,RESIDENTIAL,1
11024023,458200,846900,1305100,RESIDENTIAL,1
11024024,485100,814100,1299200,RESIDENTIAL,1
11024025,566000,576700,1142700,RESIDENTIAL,2
11024025,564400,639200,1203600,RESIDENTIAL A,2
11024026,320700,879900,1200600,RESIDENTIAL,1
11024027,430300,832200,1262500,RESIDENTIAL A,1
11024028,630700,809500,1440200,RESIDENTIAL,1
11024029,152500,805900,958400,RESIDENTIAL,1
11024030,260800,831200,1092000,RESIDENTIAL,1
11024031,59100,782300,841400,RESIDENTIAL,1
11024032,197500,740000,937500,RESIDENTIAL,1
11024033,556100,740000,1296100,RESIDENTIAL A,1
11024034,497800,814000,1311800,RESIDENTIAL,1
11024035,414500,854700,1269200,RESIDENTIAL A,1
11024036,111300,748600,859900,RESIDENTIAL,1
11024037,188200,805900,994100,RESIDENTIAL,1
11024038,142000,805900,947900,RESIDENTIAL,1
11024039,139600,740000,879600,RESIDENTIAL,1
11024040,349900,758800,1108700,RESIDENTIAL,1
11024041,292700,901100,1193800,RESIDENTIAL,1
11024042,528500,870700,1399200,RESIDENTIAL,1
11024043,50500,822500,873000,RESIDENTIAL,1
11024044,210500,806300,1016800,RESIDENTIAL,1
11024045,138400,733800,872200,RESIDENTIAL,1
11024046,276500,756300,1032800,RESIDENTIAL,1
11024047,443600,896700,1340300,RESIDENTIAL,1
11024048,44900,835500,880400,RESIDENTIAL,1
11024049,105600,806500,912100,RESIDENTIAL,1
11024050,222800,814000,1036800,RESIDENTIAL A,1
11024051,344700,805900,1150600,RESIDENTIAL,1
11024052,343100,805900,1149000,RESIDENTIAL A,1
11024053,167700,814000,981700,RESIDENTIAL,1
11024054,465600,828100,1293700,RESIDENTIAL,1
11024055,93400,827200,920600,RESIDENTIAL,1
11024056,209700,895400,1105100,RESIDENTIAL,1
11024057,353900,740000,1093900,RESIDENTIAL A,1
11024058,38400,814000,852400,RESIDENTIAL,1
11024059,384000,814000,1198000,RESIDENTIAL A,1
11024060,411500,740000,1151500,RESIDENTIAL A,1
11024061,600200,740000,1340200,RESIDENTIAL A,1
11024062,455100,902700,1357800,RESIDENTIAL,1
11024063,627000,805900,1432900,RESIDENTIAL,1
11024064,52300,805900,858200,RESIDENTIAL,1
11024065,36900,732600,769500,RESIDENTIAL,1
11024066,293600,732600,1026200,RESIDENTIAL,1
11024067,43000,797700,840700,RESIDENTIAL,1
11024068,277000,797700,1074700,RESIDENTIAL,1
11024069,157700,732600,890300,RESIDENTIAL,1
11024070,37000,736200,773200,RESIDENTIAL,1
11024071,111700,736200,847900,RESIDENTIAL,1
11024072,129200,858100,987300,RESIDENTIAL,1
11024073,307300,839900,1147200,RESIDENTIAL,1
11024074,101300,748300,849600,RESIDENTIAL,1
11024075,120700,774600,895300,RESIDENTIAL,1
11024076,152400,748900,901300,RESIDENTIAL,1
11024077,268700,748600,1017300,RESIDENTIAL A,1
11024078,50200,746900,797100,RESIDENTIAL,1
11024079,196200,746800,943000,RESIDENTIAL,1
11024080,46900,746800,793700,RESIDENTIAL,1
11024081,536000,784100,1320100,RESIDENTIAL,1
11024082,90000,746700,836700,RESIDENTIAL,1
11024083,220300,746700,967000,RESIDENTIAL,1
11024084,118000,746600,864600,RESIDENTIAL,1
11024085,127900,749300,877200,RESIDENTIAL,1
11024086,54700,833100,887800,RESIDENTIAL,1
11024087,71700,881800,953500,RESIDENTIAL,1
11024088,244000,808700,1052700,RESIDENTIAL,1
11024089,154800,745500,900300,RESIDENTIAL,1
11024090,531100,742700,1273800,RESIDENTIAL A,1
11024091,450800,735000,1185800,RESIDENTIAL,1
11024092,305200,734700,1039900,RESIDENTIAL A,1
11024093,375900,741800,1117700,RESIDENTIAL,1
11024094,304600,741500,1046100,RESIDENTIAL,1
11024095,448400,741100,1189500,RESIDENTIAL A,1
11024096,467100,749700,1216800,RESIDENTIAL,1
11024097,166100,831600,997700,RESIDENTIAL,1
11024098,137500,843600,981100,RESIDENTIAL,1
11024099,449300,817500,1266800,RESIDENTIAL,1
11024100,43500,740400,783900,RESIDENTIAL,1
11024101,60400,740200,800600,RESIDENTIAL,1
11024102,270100,740200,1010300,RESIDENTIAL,1
11024103,593300,740200,1333500,RESIDENTIAL,1
11025001,195200,732600,927800,RESIDENTIAL,1
11025002,69300,728100,797400,RESIDENTIAL,1
11025003,259600,816900,1076500,RESIDENTIAL,1
11025004,238600,860300,1098900,RESIDENTIAL,1
11025005,21900,740400,762300,RESIDENTIAL,1
11025006,581800,746700,1328500,RESIDENTIAL,1
11025007,310600,744200,1054800,RESIDENTIAL A,1
11025008,635300,781200,1416500,RESIDENTIAL,1
11025009,580800,827300,1408100,RESIDENTIAL,1
11025010,224400,820700,1045100,RESIDENTIAL,1
11025011,159500,811300,970800,RESIDENTIAL,1
11025012,483000,823400,1306400,RESIDENTIAL A,1
11025013,394500,740000,1134500,RESIDENTIAL A,1
11025014,147700,740000,887700,RESIDENTIAL,1
11025015,154800,850200,1005000,RESIDENTIAL,1
11025016,157900,734100,892000,RESIDENTIAL,1
11025017,65700,733400,799100,RESIDENTIAL,1
11025018,195500,748000,943500,RESIDENTIAL,1
11025019,230200,780700,1010900,RESIDENTIAL A,1
11025020,220400,852400,1072800,RESIDENTIAL,1
11025021,236700,740500,977200,RESIDENTIAL,1
11025022,496300,733500,1229800,RESIDENTIAL,1
11025023,182800,732700,915500,RESIDENTIAL,1
11025024,168600,732600,901200,RESIDENTIAL,1
11025025,681600,732600,1414200,RESIDENTIAL,1
11025026,223900,732600,956500,RESIDENTIAL,1
11025027,241000,732600,973600,RESIDENTIAL,1
11025028,149600,725200,874800,RESIDENTIAL,1
11025029,211600,758900,970500,RESIDENTIAL,1
11025030,119200,740000,859200,RESIDENTIAL,1
11025031,456700,740000,1196700,RESIDENTIAL,1
11025032,356100,740000,1096100,RESIDENTIAL,1
11025033,253700,732600,986300,RESIDENTIAL,1
11025034,178400,725200,903600,RESIDENTIAL,1
11025035,233800,732600,966400,RESIDENTIAL,1
11025036,286700,740000,1026700,RESIDENTIAL,1
11025037,263600,740000,1003600,RESIDENTIAL,1
11025038,133400,740000,873400,RESIDENTIAL,1
11025039,206300,740000,946300,RESIDENTIAL,1
11025040,69800,740000,809800,RESIDENTIAL,1
11025041,122500,740000,862500,RESIDENTIAL,1
11025042,189600,740000,929600,RESIDENTIAL,1
11025043,292700,740000,1032700,RESIDENTIAL A,1
11025044,61800,840900,902700,RESIDENTIAL,1
11025045,223500,747200,970700,RESIDENTIAL,1
11025046,52100,747300,799400,RESIDENTIAL,1
11025047,29600,747300,776900,RESIDENTIAL,1
11025048,336800,747300,1084100,RESIDENTIAL,1
11025049,62800,747300,810100,RESIDENTIAL,1
11025050,83500,747500,831000,RESIDENTIAL,1
11025051,44400,915500,959900,RESIDENTIAL,1
11025052,91800,732600,824400,RESIDENTIAL,1
11025053,75900,732600,808500,RESIDENTIAL,1
11025054,199700,732600,932300,RESIDENTIAL,1
11025055,305300,732600,1037900,RESIDENTIAL,1
11025056,176000,732600,908600,RESIDENTIAL,1
11025057,27000,732600,759600,RESIDENTIAL,1
11025058,306300,732600,1038900,RESIDENTIAL,1
11025059,317000,725200,1042200,RESIDENTIAL,1
11025060,125300,747400,872700,RESIDENTIAL,1
11025061,350000,732600,1082600,RESIDENTIAL A,1
11025062,316100,806600,1122700,RESIDENTIAL,1
11025063,80600,732600,813200,RESIDENTIAL,1
11025064,168600,734100,902700,RESIDENTIAL,1
11025065,274400,740000,1014400,RESIDENTIAL,1
11025066,359700,740000,1099700,RESIDENTIAL A,1
11025067,15700,740000,755700,RESIDENTIAL,1
11025068,160500,740000,900500,RESIDENTIAL,1
11025069,88600,740000,828600,RESIDENTIAL,1
11025070,74600,746600,821200,RESIDENTIAL,2
11025070,74600,746600,821200,RESIDENTIAL,2
11025071,245500,740000,985500,RESIDENTIAL,1
11025072,257400,740000,997400,RESIDENTIAL,1
11025073,189100,732600,921700,RESIDENTIAL,1
11025074,331600,732600,1064200,RESIDENTIAL,1
11025075,30400,740000,770400,RESIDENTIAL,1
11025076,72400,740000,812400,RESIDENTIAL,1
11025077,12800,777000,789800,RESIDENTIAL,1
11025078,244200,740000,984200,RESIDENTIAL,1
11025079,28400,740000,768400,RESIDENTIAL,1
11025080,159700,740000,899700,RESIDENTIAL,1
11025081,30400,740000,770400,RESIDENTIAL,1
11025082,183900,740000,923900,RESIDENTIAL,1
11025083,55000,740000,795000,RESIDENTIAL,1
11025084,606200,740000,1346200,RESIDENTIAL A,1
11025085,314200,740000,1054200,RESIDENTIAL,1
11025086,399000,740000,1139000,RESIDENTIAL,1
11025087,166000,740000,906000,RESIDENTIAL,1
11025088,61700,740000,801700,RESIDENTIAL,1
11025089,91900,740000,831900,RESIDENTIAL,1
11025090,132400,903700,1036100,RESIDENTIAL A,1
11025091,267800,861400,1129200,RESIDENTIAL,1
11025092,109600,732900,842500,RESIDENTIAL,1
11025093,91900,732600,824500,RESIDENTIAL,1
11025094,228500,732600,961100,RESIDENTIAL,1
11025095,318500,805900,1124400,RESIDENTIAL A,1
11025096,77700,805900,883600,RESIDENTIAL,1
11025097,96100,805900,902000,RESIDENTIAL,1
11025098,42300,732600,774900,RESIDENTIAL,1
11025099,580500,732600,1313100,RESIDENTIAL,1
11025100,250500,805900,1056400,RESIDENTIAL,1
11025101,155200,805900,961100,RESIDENTIAL,1
11025102,291100,732600,1023700,RESIDENTIAL,1
11025103,199000,725200,924200,RESIDENTIAL,1
11025104,452400,797700,1250100,RESIDENTIAL,1
